,province,district,ur2012,weight,Consumption,s1q1,s1q3y,s1q13,s1q14,s3q4,s4aq6a,s4aq6b,s4aq8,s4aq9,s4aq11h,s4aq12,s4aq14,s4aq15,s4aq17,s4bq3,s4bq4,s4bq5,s6aq2
9732,Eastern Province,Kirehe,Rural,174.4937388,327955.8438,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 3,Primary 4,Public,No problem,,Both parents,,,,Yes,Yes,Yes,No
9733,Eastern Province,Kirehe,Rural,174.4937388,327955.8438,Female,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Public,No problem,,Both parents,,,,Yes,Yes,Yes,No
9734,Eastern Province,Kirehe,Rural,174.4937388,327955.8438,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Public,No problem,,Both parents,,,,,,,No
9735,Eastern Province,Kirehe,Rural,174.4937388,327955.8438,Male,7,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Public,No problem,,Both parents,,,,,,,No
9738,Eastern Province,Kirehe,Rural,53.06361607,130924.2422,Female,17,"Yes,but residing in onother household",Yes but residing in another household,No,Not in class,Not in class,,,,,,,Health,No,,No,Yes
9742,Eastern Province,Kirehe,Rural,53.06361607,387400.0625,Male,8,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Mother,,,,,,,No
9746,Eastern Province,Kirehe,Rural,53.06361607,294473.5313,Male,12,No,Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Mother,7,Holidays,,No,,No,No
9747,Eastern Province,Kirehe,Rural,53.06361607,294473.5313,Male,10,No,Yes and resident in household,No,,,,,,,,,,No,,No,No
9750,Eastern Province,Kirehe,Rural,53.06361607,29401.03516,Male,15,"Yes,but residing in onother household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Excluded,Yes,Yes,Yes,Yes
9751,Eastern Province,Kirehe,Rural,53.06361607,29401.03516,Male,12,"Yes,but residing in onother household",Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Mother,7,Dropped out,Cost,No,,Yes,Yes
9755,Eastern Province,Kirehe,Rural,53.06361607,191655.5469,Female,11,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Free Subsidized,No problem,,Both parents,7,Holidays,,No,,No,No
9756,Eastern Province,Kirehe,Rural,53.06361607,191655.5469,Female,8,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Free Subsidized,No problem,,Both parents,7,Holidays,,,,,No
9759,Eastern Province,Kirehe,Rural,53.06361607,254756.7188,Female,8,"Yes,but residing in onother household",No,No,Not in class,Primary 1,Free Subsidized,No problem,,Other relatives,7,Holidays,,,,,No
9764,Eastern Province,Kirehe,Rural,53.06361607,154161.5781,Female,12,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,7,Holidays,,Yes,Yes,Yes,No
9765,Eastern Province,Kirehe,Rural,53.06361607,154161.5781,Male,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,7,Holidays,,No,,No,No
9774,Eastern Province,Kirehe,Rural,53.06361607,126621.5078,Female,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 2,Public,No problem,,Both parents,7,Holidays,,Yes,No,Yes,No
9775,Eastern Province,Kirehe,Rural,53.06361607,126621.5078,Female,6,"Yes,and residing in the household",Yes and resident in household,Yes,,,,,,Both parents,,,,,,,No
9779,Eastern Province,Kirehe,Rural,53.06361607,82258.5,Female,17,"Yes,but residing in onother household",Yes and resident in household,No,Primary 3,Primary 4,Public,No problem,,Mother,7,Dropped out,Health,Yes,Yes,Yes,Yes
9780,Eastern Province,Kirehe,Rural,53.06361607,82258.5,Male,12,"Yes,but residing in onother household",Yes and resident in household,No,,,,,,,,,,No,,No,No
9781,Eastern Province,Kirehe,Rural,53.06361607,82258.5,Female,10,"Yes,but residing in onother household",Yes and resident in household,No,Pre-primary,Primary 1,Public,No problem,,Mother,7,Holidays,,No,,No,No
9785,Eastern Province,Kirehe,Rural,53.06361607,132228.5938,Male,14,No,Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of family support,No,,No,No
9788,Eastern Province,Kirehe,Rural,53.06361607,249752.8906,Female,12,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Father,7,Holidays,,No,,No,No
9793,Eastern Province,Kirehe,Rural,27.67567568,110651.2969,Female,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,Mediocre teaching,,Both parents,,,,No,,No,No
9800,Eastern Province,Kirehe,Rural,27.67567568,72103.6875,Male,17,"Yes,and residing in the household",Yes and resident in household,Yes,"Primary 6,7,8",Secondary 1,Public,No problem,,Both parents,1,Poor health,,Yes,Yes,Yes,No
9801,Eastern Province,Kirehe,Rural,27.67567568,72103.6875,Female,14,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 4,Primary 5,Public,Mediocre teaching,,Both parents,1,Poor health,,Yes,Yes,Yes,No
9802,Eastern Province,Kirehe,Rural,27.67567568,72103.6875,Male,12,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 2,Public,Mediocre teaching,,Both parents,,,,Yes,No,Yes,No
9806,Eastern Province,Kirehe,Rural,27.67567568,261599.2813,Female,16,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Both parents,2,Family circumstances,,Yes,Yes,Yes,No
9807,Eastern Province,Kirehe,Rural,27.67567568,261599.2813,Male,11,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 1,Public,No problem,,Both parents,,,,No,,No,No
9808,Eastern Province,Kirehe,Rural,27.67567568,261599.2813,Male,9,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Primary 1,Public,No problem,,Both parents,,,,,,,No
9812,Eastern Province,Kirehe,Rural,27.67567568,256025.5313,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Public,Mediocre teaching,,Both parents,,,,No,,No,No
9813,Eastern Province,Kirehe,Rural,27.67567568,256025.5313,Male,9,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Primary 1,Public,Mediocre teaching,,Both parents,,,,,,,No
9814,Eastern Province,Kirehe,Rural,27.67567568,256025.5313,Female,7,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Not in class,Public,Mediocre teaching,,Both parents,,,,,,,No
9817,Eastern Province,Kirehe,Rural,27.67567568,198266.0938,Female,18,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Not in class,,,,,,,Lack of interest,No,,Yes,Yes
9818,Eastern Province,Kirehe,Rural,27.67567568,198266.0938,Male,17,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of interest,No,,No,Yes
9819,Eastern Province,Kirehe,Rural,27.67567568,198266.0938,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Public,Mediocre teaching,,Both parents,,,,No,,Yes,No
9820,Eastern Province,Kirehe,Rural,27.67567568,198266.0938,Female,9,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 1,Public,No problem,,Other relatives,7,Dropped out,Lack of interest,,,,No
9821,Eastern Province,Kirehe,Rural,27.67567568,198266.0938,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Public,Mediocre teaching,,Both parents,,,,,,,No
9822,Eastern Province,Kirehe,Rural,27.67567568,198266.0938,Male,7,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
9826,Eastern Province,Kirehe,Rural,27.67567568,588993.5625,Female,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,Not enough teachers,,Both parents,,,,Yes,Yes,Yes,No
9827,Eastern Province,Kirehe,Rural,27.67567568,588993.5625,Male,8,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Not in class,Public,Not enough teachers,,Both parents,,,,,,,No
9835,Eastern Province,Kirehe,Rural,27.67567568,193643.625,Female,12,"Yes,and residing in the household",No,Yes,Primary 1,Primary 2,Public,No problem,,Father,,,,Yes,Yes,Yes,No
9842,Eastern Province,Kirehe,Rural,37.74358974,384803,Male,9,"Yes,but residing in onother household",Yes but residing in another household,Yes,Not in class,Primary 1,Free Subsidized,Mediocre teaching,,Other relatives,7,Holidays,,,,,No
9843,Eastern Province,Kirehe,Rural,37.74358974,384803,Male,7,"Yes,but residing in onother household",Yes but residing in another household,No,,,,,,,,,,,,,No
9846,Eastern Province,Kirehe,Rural,37.74358974,1165644.375,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Private,No problem,,Both parents,7,Holidays,,Yes,Yes,Yes,No
9847,Eastern Province,Kirehe,Rural,37.74358974,1165644.375,Female,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Private,No problem,,Both parents,7,Holidays,,Yes,Yes,Yes,No
9848,Eastern Province,Kirehe,Rural,37.74358974,1165644.375,Female,8,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,Private,No problem,,Both parents,7,Holidays,,,,,No
9853,Eastern Province,Kirehe,Rural,37.74358974,219373.1094,Male,18,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of interest,Yes,Yes,Yes,Yes
9857,Eastern Province,Kirehe,Rural,37.74358974,179070.375,Female,17,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 5,"Primary 6,7,8",Public,No problem,,Both parents,7,Holidays,,Yes,Yes,Yes,No
9858,Eastern Province,Kirehe,Rural,37.74358974,179070.375,Male,15,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Free Subsidized,Other (specify),,Both parents,7,Holidays,,Yes,Yes,Yes,No
9859,Eastern Province,Kirehe,Rural,37.74358974,179070.375,Male,13,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Primary 2,Free Subsidized,Other (specify),,Both parents,7,Holidays,,Yes,Yes,Yes,No
9860,Eastern Province,Kirehe,Rural,37.74358974,179070.375,Female,10,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Primary 1,Free Subsidized,Other (specify),,Both parents,7,Holidays,,No,,No,No
9861,Eastern Province,Kirehe,Rural,37.74358974,179070.375,Female,8,"Yes,and residing in the household",Yes and resident in household,Yes,,,,,,,,,,,,,No
9862,Eastern Province,Kirehe,Rural,37.74358974,179070.375,Male,6,"Yes,and residing in the household",Yes and resident in household,Yes,,,,,,,,,,,,,No
9865,Eastern Province,Kirehe,Rural,37.74358974,147204.2656,Male,13,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Private,No problem,,Both parents,7,Holidays,,Yes,Yes,Yes,No
9866,Eastern Province,Kirehe,Rural,37.74358974,147204.2656,Female,9,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Primary 1,Private,No problem,,Both parents,7,Holidays,,,,,No
9871,Eastern Province,Kirehe,Rural,37.74358974,139117.4219,Male,15,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,7,Holidays,,Yes,Yes,Yes,No
9872,Eastern Province,Kirehe,Rural,37.74358974,139117.4219,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,7,Holidays,,No,,No,No
9873,Eastern Province,Kirehe,Rural,37.74358974,139117.4219,Female,7,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,Free Subsidized,No problem,,Both parents,7,Holidays,,,,,No
9876,Eastern Province,Kirehe,Rural,37.74358974,62317.20313,Female,17,"Yes,but residing in onother household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of interest,No,,No,Yes
9877,Eastern Province,Kirehe,Rural,37.74358974,62317.20313,Male,15,"Yes,but residing in onother household",Yes and resident in household,No,Primary 2,Primary 2,Free Subsidized,Teachers absent,,Mother,7,Holidays,,No,,No,No
9878,Eastern Province,Kirehe,Rural,37.74358974,62317.20313,Female,9,"Yes,but residing in onother household",Yes and resident in household,No,Not in class,Primary 1,Free Subsidized,Teachers absent,,Mother,7,Holidays,,,,,No
9881,Eastern Province,Kirehe,Rural,37.74358974,93560.53906,Male,6,"Yes,but residing in onother household",Yes but residing in another household,Yes,Not in class,Not in class,Free Subsidized,No problem,,Other relatives,7,Holidays,,,,,No
9886,Eastern Province,Kirehe,Rural,37.74358974,433718.5625,Male,16,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 5,Not in class,,,,,,,Lack of interest,Yes,Yes,Yes,No
9887,Eastern Province,Kirehe,Rural,37.74358974,433718.5625,Female,13,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Primary 3,Free Subsidized,Other (specify),,Both parents,7,Holidays,,Yes,Yes,Yes,No
9888,Eastern Province,Kirehe,Rural,37.74358974,433718.5625,Female,10,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 2,Not in class,Free Subsidized,Other (specify),,Both parents,7,Holidays,,No,,No,No
9889,Eastern Province,Kirehe,Rural,37.74358974,433718.5625,Male,6,"Yes,and residing in the household",Yes and resident in household,Yes,Not in class,Not in class,Free Subsidized,Other (specify),,Both parents,7,Holidays,,,,,No
9893,Eastern Province,Kirehe,Rural,122.4485577,191477.0469,Male,12,"Yes,and residing in the household",Yes but residing in another household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,,,,No,,No,No
9895,Eastern Province,Kirehe,Rural,122.4485577,191477.0469,Male,11,"Yes,but residing in onother household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,1,Family circumstances,,No,,No,No
9896,Eastern Province,Kirehe,Rural,122.4485577,191477.0469,Female,8,"Yes,but residing in onother household",Yes and resident in household,No,Not in class,Pre-primary,Free Subsidized,No problem,,Both parents,,,,,,,No
9899,Eastern Province,Kirehe,Rural,122.4485577,365220.9688,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Pre-primary,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
9900,Eastern Province,Kirehe,Rural,122.4485577,365220.9688,Male,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
9905,Eastern Province,Kirehe,Rural,122.4485577,34741.30859,Female,15,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 4,Public,No problem,,Both parents,,,,Yes,Yes,Yes,No
9906,Eastern Province,Kirehe,Rural,122.4485577,34741.30859,Male,12,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Both parents,,,,No,,Yes,No
9911,Eastern Province,Kirehe,Rural,122.4485577,89374.25,Male,10,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Public,No problem,,Both parents,,,,No,,No,No
9912,Eastern Province,Kirehe,Rural,122.4485577,89374.25,Female,7,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
9917,Eastern Province,Kirehe,Rural,122.4485577,199242.5,Female,7,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Pre-primary,Free Subsidized,No problem,,Both parents,,,,,,,No
9922,Eastern Province,Kirehe,Rural,122.4485577,728593.625,Female,6,"Yes,and residing in the household",Yes and resident in household,Yes,,,,,,Both parents,,,,,,,No
9927,Eastern Province,Kirehe,Rural,122.4485577,85323.0625,Male,16,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 5,Primary 5,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
9928,Eastern Province,Kirehe,Rural,122.4485577,85323.0625,Male,15,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 4,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
9929,Eastern Province,Kirehe,Rural,122.4485577,85323.0625,Female,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
